image_id,label
dia756_utt3.jpg,4
dia645_utt14.jpg,6
dia52_utt10.jpg,4
dia953_utt9.jpg,4
dia114_utt1.jpg,6
dia62_utt9.jpg,6
dia21_utt1.jpg,4
dia371_utt7.jpg,4
dia164_utt6.jpg,4
dia988_utt5.jpg,4
dia898_utt1.jpg,3
dia146_utt4.jpg,4
dia795_utt3.jpg,4
dia730_utt13.jpg,4
dia893_utt1.jpg,1
dia124_utt4.jpg,5
dia35_utt0.jpg,6
dia151_utt0.jpg,3
dia234_utt9.jpg,4
dia498_utt3.jpg,6
dia232_utt19.jpg,4
dia770_utt3.jpg,4
dia246_utt2.jpg,4
dia251_utt1.jpg,4
dia24_utt7.jpg,3
dia496_utt6.jpg,4
dia783_utt4.jpg,3
dia57_utt1.jpg,4
dia886_utt21.jpg,4
dia531_utt7.jpg,4
dia663_utt5.jpg,4
dia195_utt16.jpg,4
dia810_utt2.jpg,2
dia49_utt3.jpg,3
dia770_utt14.jpg,0
dia503_utt5.jpg,3
dia670_utt12.jpg,4
dia827_utt0.jpg,4
dia249_utt7.jpg,3
dia35_utt3.jpg,3
dia293_utt6.jpg,4
dia258_utt4.jpg,4
dia892_utt15.jpg,3
dia722_utt2.jpg,0
dia410_utt17.jpg,2
dia612_utt3.jpg,4
dia537_utt1.jpg,4
dia160_utt18.jpg,4
dia574_utt5.jpg,6
dia965_utt3.jpg,3
dia672_utt7.jpg,4
dia612_utt7.jpg,4
dia925_utt3.jpg,4
dia437_utt0.jpg,0
dia145_utt16.jpg,6
dia770_utt16.jpg,0
dia556_utt1.jpg,4
dia148_utt10.jpg,4
dia159_utt1.jpg,6
dia649_utt0.jpg,6
dia716_utt4.jpg,0
dia655_utt3.jpg,5
dia332_utt6.jpg,4
dia972_utt2.jpg,3
dia608_utt2.jpg,4
dia585_utt0.jpg,5
dia528_utt0.jpg,6
dia241_utt12.jpg,1
dia145_utt8.jpg,0
dia622_utt0.jpg,4
dia717_utt1.jpg,6
dia857_utt3.jpg,4
dia226_utt20.jpg,4
dia634_utt8.jpg,4
dia288_utt9.jpg,4
dia791_utt11.jpg,3
dia456_utt11.jpg,0
dia892_utt0.jpg,4
dia49_utt0.jpg,4
dia755_utt0.jpg,4
dia659_utt19.jpg,3
dia63_utt1.jpg,4
dia698_utt7.jpg,5
dia925_utt6.jpg,4
dia34_utt3.jpg,3
dia874_utt10.jpg,5
dia819_utt17.jpg,3
dia1005_utt19.jpg,4
dia768_utt2.jpg,4
dia21_utt8.jpg,1
dia797_utt8.jpg,3
dia301_utt9.jpg,6
dia892_utt5.jpg,4
dia938_utt9.jpg,4
dia895_utt2.jpg,0
dia770_utt4.jpg,4
dia210_utt10.jpg,4
dia812_utt2.jpg,4
dia17_utt0.jpg,0
dia173_utt8.jpg,0
dia256_utt10.jpg,5
dia570_utt2.jpg,3
dia590_utt12.jpg,4
dia160_utt12.jpg,3
dia855_utt4.jpg,3
dia239_utt6.jpg,3
dia905_utt0.jpg,5
dia34_utt8.jpg,4
dia356_utt3.jpg,6
dia735_utt12.jpg,4
dia40_utt12.jpg,3
dia38_utt0.jpg,0
dia796_utt2.jpg,4
