image_id,label
dia756_utt3_0.jpg,0
dia645_utt14_0.jpg,1
dia645_utt14_1.jpg,1
dia645_utt14_2.jpg,1
dia52_utt10_0.jpg,0
dia953_utt9_0.jpg,0
dia114_utt1_0.jpg,1
dia114_utt1_1.jpg,1
dia114_utt1_2.jpg,1
dia62_utt9_0.jpg,1
dia62_utt9_1.jpg,1
dia62_utt9_2.jpg,1
dia21_utt1_0.jpg,0
dia371_utt7_0.jpg,0
dia164_utt6_0.jpg,0
dia988_utt5_0.jpg,0
dia898_utt1_0.jpg,4
dia898_utt1_1.jpg,4
dia898_utt1_2.jpg,4
dia146_utt4_0.jpg,0
dia795_utt3_0.jpg,0
dia730_utt13_0.jpg,0
dia893_utt1_0.jpg,5
dia893_utt1_1.jpg,5
dia893_utt1_2.jpg,5
dia893_utt1_3.jpg,5
dia893_utt1_4.jpg,5
dia893_utt1_5.jpg,5
dia893_utt1_6.jpg,5
dia893_utt1_7.jpg,5
dia893_utt1_8.jpg,5
dia893_utt1_9.jpg,5
dia893_utt1_10.jpg,5
dia893_utt1_11.jpg,5
dia893_utt1_12.jpg,5
dia893_utt1_13.jpg,5
dia893_utt1_14.jpg,5
dia893_utt1_15.jpg,5
dia124_utt4_0.jpg,3
dia124_utt4_1.jpg,3
dia124_utt4_2.jpg,3
dia124_utt4_3.jpg,3
dia124_utt4_4.jpg,3
dia124_utt4_5.jpg,3
dia124_utt4_6.jpg,3
dia35_utt0_0.jpg,1
dia35_utt0_1.jpg,1
dia35_utt0_2.jpg,1
dia151_utt0_0.jpg,4
dia151_utt0_1.jpg,4
dia151_utt0_2.jpg,4
dia234_utt9_0.jpg,0
dia498_utt3_0.jpg,1
dia498_utt3_1.jpg,1
dia498_utt3_2.jpg,1
dia232_utt19_0.jpg,0
dia770_utt3_0.jpg,0
dia246_utt2_0.jpg,0
dia251_utt1_0.jpg,0
dia24_utt7_0.jpg,4
dia24_utt7_1.jpg,4
dia24_utt7_2.jpg,4
dia496_utt6_0.jpg,0
dia783_utt4_0.jpg,4
dia783_utt4_1.jpg,4
dia783_utt4_2.jpg,4
dia886_utt21_0.jpg,0
dia531_utt7_0.jpg,0
dia663_utt5_0.jpg,0
dia195_utt16_0.jpg,0
dia810_utt2_0.jpg,2
dia810_utt2_1.jpg,2
dia810_utt2_2.jpg,2
dia810_utt2_3.jpg,2
dia810_utt2_4.jpg,2
dia810_utt2_5.jpg,2
dia810_utt2_6.jpg,2
dia810_utt2_7.jpg,2
dia810_utt2_8.jpg,2
dia810_utt2_9.jpg,2
dia810_utt2_10.jpg,2
dia810_utt2_11.jpg,2
dia810_utt2_12.jpg,2
dia810_utt2_13.jpg,2
dia810_utt2_14.jpg,2
dia810_utt2_15.jpg,2
dia49_utt3_0.jpg,4
dia49_utt3_1.jpg,4
dia49_utt3_2.jpg,4
dia770_utt14_0.jpg,6
dia770_utt14_1.jpg,6
dia770_utt14_2.jpg,6
dia770_utt14_3.jpg,6
dia503_utt5_0.jpg,4
dia503_utt5_1.jpg,4
dia503_utt5_2.jpg,4
dia670_utt12_0.jpg,0
dia827_utt0_0.jpg,0
dia249_utt7_0.jpg,4
dia249_utt7_1.jpg,4
dia249_utt7_2.jpg,4
dia35_utt3_0.jpg,4
dia35_utt3_1.jpg,4
dia35_utt3_2.jpg,4
dia293_utt6_0.jpg,0
dia258_utt4_0.jpg,0
dia892_utt15_0.jpg,4
dia892_utt15_1.jpg,4
dia892_utt15_2.jpg,4
dia722_utt2_0.jpg,6
dia722_utt2_1.jpg,6
dia722_utt2_2.jpg,6
dia722_utt2_3.jpg,6
dia410_utt17_0.jpg,2
dia410_utt17_1.jpg,2
dia410_utt17_2.jpg,2
dia410_utt17_3.jpg,2
dia410_utt17_4.jpg,2
dia410_utt17_5.jpg,2
dia410_utt17_6.jpg,2
dia410_utt17_7.jpg,2
dia410_utt17_8.jpg,2
dia410_utt17_9.jpg,2
dia410_utt17_10.jpg,2
dia410_utt17_11.jpg,2
dia410_utt17_12.jpg,2
dia410_utt17_13.jpg,2
dia410_utt17_14.jpg,2
dia410_utt17_15.jpg,2
dia612_utt3_0.jpg,0
dia537_utt1_0.jpg,0
dia160_utt18_0.jpg,0
dia574_utt5_0.jpg,1
dia574_utt5_1.jpg,1
dia574_utt5_2.jpg,1
dia965_utt3_0.jpg,4
dia965_utt3_1.jpg,4
dia965_utt3_2.jpg,4
dia672_utt7_0.jpg,0
dia612_utt7_0.jpg,0
dia925_utt3_0.jpg,0
dia437_utt0_0.jpg,6
dia437_utt0_1.jpg,6
dia437_utt0_2.jpg,6
dia437_utt0_3.jpg,6
dia145_utt16_0.jpg,1
dia145_utt16_1.jpg,1
dia145_utt16_2.jpg,1
dia770_utt16_0.jpg,6
dia770_utt16_1.jpg,6
dia770_utt16_2.jpg,6
dia770_utt16_3.jpg,6
dia556_utt1_0.jpg,0
dia148_utt10_0.jpg,0
dia159_utt1_0.jpg,1
dia159_utt1_1.jpg,1
dia159_utt1_2.jpg,1
dia649_utt0_0.jpg,1
dia649_utt0_1.jpg,1
dia649_utt0_2.jpg,1
dia716_utt4_0.jpg,6
dia716_utt4_1.jpg,6
dia716_utt4_2.jpg,6
dia716_utt4_3.jpg,6
dia655_utt3_0.jpg,3
dia655_utt3_1.jpg,3
dia655_utt3_2.jpg,3
dia655_utt3_3.jpg,3
dia655_utt3_4.jpg,3
dia655_utt3_5.jpg,3
dia655_utt3_6.jpg,3
dia332_utt6_0.jpg,0
dia972_utt2_0.jpg,4
dia972_utt2_1.jpg,4
dia972_utt2_2.jpg,4
dia608_utt2_0.jpg,0
dia585_utt0_0.jpg,3
dia585_utt0_1.jpg,3
dia585_utt0_2.jpg,3
dia585_utt0_3.jpg,3
dia585_utt0_4.jpg,3
dia585_utt0_5.jpg,3
dia585_utt0_6.jpg,3
dia528_utt0_0.jpg,1
dia528_utt0_1.jpg,1
dia528_utt0_2.jpg,1
dia241_utt12_0.jpg,5
dia241_utt12_1.jpg,5
dia241_utt12_2.jpg,5
dia241_utt12_3.jpg,5
dia241_utt12_4.jpg,5
dia241_utt12_5.jpg,5
dia241_utt12_6.jpg,5
dia241_utt12_7.jpg,5
dia241_utt12_8.jpg,5
dia241_utt12_9.jpg,5
dia241_utt12_10.jpg,5
dia241_utt12_11.jpg,5
dia241_utt12_12.jpg,5
dia241_utt12_13.jpg,5
dia241_utt12_14.jpg,5
dia241_utt12_15.jpg,5
dia145_utt8_0.jpg,6
dia145_utt8_1.jpg,6
dia145_utt8_2.jpg,6
dia145_utt8_3.jpg,6
dia622_utt0_0.jpg,0
dia717_utt1_0.jpg,1
dia717_utt1_1.jpg,1
dia717_utt1_2.jpg,1
dia857_utt3_0.jpg,0
dia226_utt20_0.jpg,0
dia634_utt8_0.jpg,0
dia288_utt9_0.jpg,0
dia791_utt11_0.jpg,4
dia791_utt11_1.jpg,4
dia791_utt11_2.jpg,4
dia456_utt11_0.jpg,6
dia456_utt11_1.jpg,6
dia456_utt11_2.jpg,6
dia456_utt11_3.jpg,6
dia892_utt0_0.jpg,0
dia49_utt0_0.jpg,0
dia755_utt0_0.jpg,0
dia659_utt19_0.jpg,4
dia659_utt19_1.jpg,4
dia659_utt19_2.jpg,4
dia63_utt1_0.jpg,0
dia698_utt7_0.jpg,3
dia698_utt7_1.jpg,3
dia698_utt7_2.jpg,3
dia698_utt7_3.jpg,3
dia698_utt7_4.jpg,3
dia698_utt7_5.jpg,3
dia698_utt7_6.jpg,3
dia925_utt6_0.jpg,0
dia34_utt3_0.jpg,4
dia34_utt3_1.jpg,4
dia34_utt3_2.jpg,4
dia874_utt10_0.jpg,3
dia874_utt10_1.jpg,3
dia874_utt10_2.jpg,3
dia874_utt10_3.jpg,3
dia874_utt10_4.jpg,3
dia874_utt10_5.jpg,3
dia874_utt10_6.jpg,3
dia819_utt17_0.jpg,4
dia819_utt17_1.jpg,4
dia819_utt17_2.jpg,4
dia1005_utt19_0.jpg,0
dia768_utt2_0.jpg,0
dia21_utt8_0.jpg,5
dia21_utt8_1.jpg,5
dia21_utt8_2.jpg,5
dia21_utt8_3.jpg,5
dia21_utt8_4.jpg,5
dia21_utt8_5.jpg,5
dia21_utt8_6.jpg,5
dia21_utt8_7.jpg,5
dia21_utt8_8.jpg,5
dia21_utt8_9.jpg,5
dia21_utt8_10.jpg,5
dia21_utt8_11.jpg,5
dia21_utt8_12.jpg,5
dia21_utt8_13.jpg,5
dia21_utt8_14.jpg,5
